FLT_UID,LOBT,AIRCRAFT_ID,REGISTRATION,AIRCRAFT_TYPE_ICAO_ID,AIRCRAFT_OPERATOR,ADEP,ADES,ADES_FILED,AOBT_3,ARVT_3,TAXI_TIME_3,RTE_LEN_3,FLT_DUR_3,WK_TBL_CAT,ICAO_FLT_TYPE,OPERATING_AIRCRAFT_OPERATOR,AIRCRAFT_ADDRESS,COUNTRY,REGION
0043397420200102,2020-01-02T12:50:00Z,RYR955,EIEMH,B738,RYR,LEMI,EGBB,EGBB,2020-01-02T12:45:00Z,2020-01-02T15:15:21Z,5,964,145,M,S,RYR,4CA84F,NA,NA
0039911620200102,2020-01-02T12:55:00Z,N551NZ,N551NZ,C551,ZZZ,EGCM,LEGE,LEGE,2020-01-02T12:40:00Z,2020-01-02T15:10:46Z,10,781,141,L,G,NA,A70466,NA,NA
0043728920200102,2020-01-02T13:00:00Z,BHL175,NA,S92,BHL,ENWV,ENZV,ENZV,2020-01-02T14:05:00Z,2020-01-02T15:12:05Z,1,178,66,M,N,NA,NA,NA,NA
0044450120200102,2020-01-02T13:00:00Z,HKS30T,LNOMF,AS32,HKS,ENWV,ENZV,ENZV,2020-01-02T13:02:00Z,2020-01-02T14:16:30Z,1,202,73,M,N,NA,NA,NA,NA
0044097120200102,2020-01-02T13:05:00Z,THY32C,TCJFC,B738,THY,LTCT,LTFM,LTFM,2020-01-02T13:00:00Z,2020-01-02T14:58:00Z,5,798,113,M,S,THY,NA,NA,NA
0042311120200102,2020-01-02T13:20:00Z,HKS167,LNONV,S92,HKS,ENXW,ENZV,ENZV,2020-01-02T13:32:00Z,2020-01-02T14:12:26Z,1,100,39,M,N,NA,NA,NA,NA
0043739020200102,2020-01-02T13:20:00Z,BHL534,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-02T13:57:00Z,2020-01-02T14:35:23Z,1,99,37,M,N,NA,NA,NA,NA
0043447020200102,2020-01-02T13:25:00Z,RYR274,EIDWS,B738,RYR,LEMI,EGCC,EGCC,2020-01-02T13:27:00Z,2020-01-02T16:09:52Z,5,1016,158,M,S,RYR,4CA61F,NA,NA
0039847720200102,2020-01-02T13:30:00Z,KRP3041,YRFZA,F100,KRP,DTNH,LIRF,LIRF,2020-01-02T13:32:00Z,2020-01-02T14:52:09Z,8,401,72,M,S,KRP,NA,NA,NA
0042439420200102,2020-01-02T13:30:00Z,SSF143,RA67240,CRJ2,ZZZ,ULWC,UMKK,UMKK,2020-01-02T13:33:00Z,2020-01-02T15:33:00Z,10,689,110,M,S,NA,1506A8,NA,NA
0044064920200102,2020-01-02T13:30:00Z,BUC782,LZLDJ,MD82,BUC,DTNH,LBSF,LBSF,2020-01-02T13:37:00Z,2020-01-02T15:51:53Z,8,766,127,M,N,NA,451F19,NA,NA
0044084220200102,2020-01-02T13:45:00Z,LWA300,5AWLD,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-02T13:53:41Z,2020-01-02T17:02:00Z,0,1355,188,M,S,NA,018090,NA,NA
0044249120200102,2020-01-02T13:45:00Z,HNL14A,PHEUK,A139,ZZZ,EHPK,EHKD,EHKD,2020-01-02T14:03:39Z,2020-01-02T14:31:02Z,1,63,26,L,N,NA,485CFD,NA,NA
0044090320200102,2020-01-02T14:10:00Z,LOT3966,SPEQE,DH8D,LOT,EPLB,EPWA,EPWA,2020-01-02T14:06:00Z,2020-01-02T14:44:01Z,5,110,33,M,S,LOT,489324,NA,NA
0044674820200102,2020-01-02T14:25:00Z,SHW06D,OYHNK,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-02T15:03:00Z,2020-01-02T15:21:34Z,2,52,17,L,G,NA,45A1CB,NA,NA
0044745220200102,2020-01-02T14:30:00Z,YUMTU,YUMTU,C525,ZZZ,EPLB,UUWW,UUWW,2020-01-02T14:33:00Z,2020-01-02T16:37:33Z,5,617,120,L,N,NA,4C3274,NA,NA
0042316720200102,2020-01-02T14:35:00Z,HKS467,LNOQH,S92,HKS,ENWI,ENZV,ENZV,2020-01-02T14:16:00Z,2020-01-02T14:59:16Z,1,108,42,M,N,NA,NA,NA,NA
0044738120200102,2020-01-02T14:40:00Z,HKSRSC5,LNOAW,AS32,ZZZ,ENHE,ENDR,ENDR,2020-01-02T14:48:00Z,2020-01-02T15:41:03Z,1,59,52,M,N,NA,NA,NA,NA
0044471920200102,2020-01-02T14:45:00Z,BHL750,LNONC,S92,BHL,ENQW,ENBR,ENBR,2020-01-02T15:33:50Z,2020-01-02T16:21:07Z,1,99,46,M,N,NA,NA,NA,NA
0044540420200102,2020-01-02T14:45:00Z,HNL24A,PHSHP,A139,ZZZ,EHPK,EHKD,EHKD,2020-01-02T14:38:52Z,2020-01-02T15:05:59Z,1,65,26,L,N,NA,4845C0,NA,NA
0044421220200102,2020-01-02T15:00:00Z,BHL242,LNONB,S92,BHL,ENGC,ENQG,ENQG,2020-01-02T15:21:00Z,2020-01-02T15:24:10Z,1,2,2,M,N,NA,NA,NA,NA
0043741320200102,2020-01-02T15:15:00Z,BHL307,NA,S92,BHL,ENWV,ENZV,ENZV,2020-01-02T16:09:00Z,2020-01-02T17:15:12Z,1,179,65,M,N,NA,NA,NA,NA
0044422320200102,2020-01-02T15:15:00Z,BHL242,LNONB,S92,BHL,ENQG,ENBR,ENBR,2020-01-02T15:35:00Z,2020-01-02T16:24:05Z,1,105,48,M,N,NA,NA,NA,NA
0044739820200102,2020-01-02T15:20:00Z,HKSRSC5,LNOAW,AS32,ZZZ,ENDR,ENKB,ENKB,2020-01-02T16:00:00Z,2020-01-02T17:04:31Z,1,75,64,M,N,NA,NA,NA,NA
0042624120200102,2020-01-02T15:30:00Z,GAC264K,OEFPP,C510,GAC,LEMI,LFMN,LFMN,2020-01-02T15:38:00Z,2020-01-02T17:39:04Z,5,585,116,L,N,NA,NA,NA,NA
0043971420200102,2020-01-02T15:40:00Z,THY7QM,TCJVR,B738,THY,LTCU,LTFM,LTFM,2020-01-02T15:40:00Z,2020-01-02T17:19:00Z,5,632,94,M,S,THY,NA,NA,NA
0043745020200102,2020-01-02T16:00:00Z,BHL214,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-02T16:54:00Z,2020-01-02T17:59:17Z,1,170,64,M,N,NA,NA,NA,NA
0044526320200102,2020-01-02T16:05:00Z,HNL05B,PHEUA,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-02T17:22:50Z,2020-01-02T17:45:00Z,1,38,21,L,N,NA,484BAC,NA,NA
0044453620200102,2020-01-02T16:15:00Z,BHL535,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-02T16:48:00Z,2020-01-02T17:29:59Z,1,101,41,M,N,NA,NA,NA,NA
0044651620200102,2020-01-02T16:15:00Z,HNL06B,PHEUK,A139,ZZZ,EHQT,EHKD,EHKD,2020-01-02T17:14:00Z,2020-01-02T17:33:11Z,1,67,18,L,N,NA,485CFD,NA,NA
0042328020200102,2020-01-02T16:20:00Z,HKS164,LNONV,S92,HKS,ENXW,ENWG,ENWG,2020-01-02T16:20:00Z,2020-01-02T16:45:30Z,1,30,24,M,N,NA,NA,NA,NA
0044565120200102,2020-01-02T16:25:00Z,AEA176,ECMLT,B788,AEA,SPJC,LEMD,LEMD,2020-01-02T16:41:00Z,2020-01-03T03:33:41Z,10,5175,643,H,S,AEA,3451CF,NA,NA
0044675220200102,2020-01-02T16:40:00Z,BBX56A,OYHLM,A189,ZZZ,EHPB,EHKD,EHKD,2020-01-02T17:02:00Z,2020-01-02T17:24:39Z,1,45,22,M,N,NA,45A18D,NA,NA
0044449520200102,2020-01-02T16:45:00Z,BHL216,NA,S92,BHL,ENLE,ZZZZ,ZZZZ,2020-01-02T16:45:00Z,2020-01-02T16:46:00Z,1,0,0,M,N,NA,NA,NA,NA
0044656620200102,2020-01-02T16:45:00Z,HNL11B,PHSHP,A139,ZZZ,EHQD,EHKD,EHKD,2020-01-02T16:44:00Z,2020-01-02T16:58:12Z,1,26,13,L,N,NA,4845C0,NA,NA
0044779520200102,2020-01-02T16:45:00Z,HKS164,LNONV,S92,HKS,ENWG,ENJS,ENJS,2020-01-02T16:44:00Z,2020-01-02T16:55:12Z,1,25,10,M,N,NA,NA,NA,NA
0044539920200102,2020-01-02T16:50:00Z,THY713,TCJNZ,A333,THY,VGHS,LTFM,LTFM,2020-01-02T16:29:45Z,2020-01-03T01:29:00Z,10,3337,529,H,S,THY,NA,NA,NA
0044447120200102,2020-01-02T17:00:00Z,YUTBA,YUTBA,C56X,ZZZ,EPLB,LYBE,LYBE,2020-01-02T17:07:00Z,2020-01-02T18:15:54Z,5,415,64,M,N,NA,4C4C20,NA,NA
0044789520200102,2020-01-02T17:10:00Z,HKS164,LNONV,S92,HKS,ENJS,ENZV,ENZV,2020-01-02T17:37:00Z,2020-01-02T18:24:55Z,1,104,47,M,N,NA,NA,NA,NA
0044656020200102,2020-01-02T17:15:00Z,HNL63B,PHEUJ,A139,ZZZ,EHKV,EHKD,EHKD,2020-01-02T17:14:00Z,2020-01-02T17:40:19Z,1,52,25,L,N,NA,48507C,NA,NA
0044751720200102,2020-01-02T17:50:00Z,IBE6652,ECIOB,A346,IBE,SPJC,LEMD,LEMD,2020-01-02T18:01:00Z,2020-01-03T05:23:02Z,10,5282,672,H,S,IBE,34164B,NA,NA
0044931120200102,2020-01-02T18:00:00Z,BHL245,NA,S92,BHL,ENQK,ENBR,ENBR,2020-01-02T18:00:00Z,2020-01-02T18:39:16Z,1,96,38,M,N,NA,NA,NA,NA
0043913120200102,2020-01-02T18:30:00Z,EZY42NW,GUZHJ,A20N,EZY,LEMI,EGMC,EGMC,2020-01-02T18:27:00Z,2020-01-02T20:51:46Z,12,929,133,M,S,EZY,407569,NA,NA
0044668620200102,2020-01-02T18:30:00Z,THY9NP,TCJPN,A320,THY,LTCB,LTFJ,LTFJ,2020-01-02T18:44:00Z,2020-01-02T20:13:00Z,5,517,84,M,S,THY,NA,NA,NA
0044704320200102,2020-01-02T19:05:00Z,THY8CG,TCJFP,B738,THY,LTCB,LTAC,LTAC,2020-01-02T19:19:00Z,2020-01-02T20:21:00Z,12,308,50,M,S,SXS,NA,NA,NA
0044619920200102,2020-01-02T19:25:00Z,BHL521,NA,S92,BHL,ENWG,ENJS,ENJS,2020-01-02T19:25:00Z,2020-01-02T19:35:16Z,1,25,9,M,N,NA,NA,NA,NA
0044691020200102,2020-01-02T19:30:00Z,PGT2863,TCNBD,A20N,PGT,LTCB,LTFJ,LTFJ,2020-01-02T19:52:00Z,2020-01-02T21:12:00Z,5,501,75,M,S,PGT,NA,NA,NA
0044912420200102,2020-01-02T19:35:00Z,NMB285,V5ANO,A332,NMB,FYWH,EDDF,EDDF,2020-01-02T19:40:00Z,2020-01-03T05:55:13Z,10,4469,605,H,S,NA,201024,NA,NA-KH
0044620420200102,2020-01-02T19:40:00Z,BHL521,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-02T22:47:00Z,2020-01-02T23:23:24Z,1,100,35,M,N,NA,NA,NA,NA
0042345820200102,2020-01-02T20:15:00Z,HKS150,LNOQH,S92,HKS,ENJS,ENZV,ENZV,2020-01-02T20:53:00Z,2020-01-02T21:32:21Z,1,100,38,M,N,NA,NA,NA,NA
0045095120200102,2020-01-02T20:40:00Z,BHL222,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-02T22:17:00Z,2020-01-02T23:18:56Z,1,170,61,M,N,NA,NA,NA,NA
0044869820200102,2020-01-02T20:45:00Z,THY8DE,TCJPH,A320,THY,LTFG,LTFM,LTFM,2020-01-02T20:44:00Z,2020-01-02T21:50:00Z,0,422,66,M,S,THY,NA,NA,NA
0045195320200102,2020-01-02T21:00:00Z,BHL751,NA,S92,BHL,ENGC,ENBR,ENBR,2020-01-02T21:57:00Z,2020-01-02T22:43:06Z,1,105,45,M,N,NA,NA,NA,NA
0044061920200102,2020-01-02T21:45:00Z,WUK1ZX,GWUKL,A321,WUK,EPLB,EGGW,EGGW,2020-01-02T21:40:00Z,2020-01-02T23:59:17Z,5,868,134,M,S,WUK,407751,NA,NA
0044967720200102,2020-01-02T21:50:00Z,THY347,TCLSC,A21N,THY,UCFM,LTFM,LTFM,2020-01-02T21:59:00Z,2020-01-03T03:43:00Z,10,2162,334,M,S,THY,4BB263,NA,NA
0044835020200102,2020-01-02T22:00:00Z,TWI971,TCTLD,B734,TWI,LTFG,OIIE,OIIE,2020-01-02T22:13:00Z,2020-01-03T00:21:52Z,0,1009,129,M,N,TWI,NA,NA,NA
0045187320200102,2020-01-02T23:40:00Z,LPE2430,CCCWY,B763,LPE,SPJC,LEBL,LEBL,2020-01-03T00:05:53Z,2020-01-03T11:55:33Z,10,5442,700,H,S,LPE,NA,NA,NA
0045078420200103,2020-01-03T01:00:00Z,PGT701,TCCPB,B738,PGT,UCFM,LTFJ,LTFJ,2020-01-03T01:00:00Z,2020-01-03T06:14:00Z,10,2139,304,M,S,PGT,NA,NA,NA
0045347520200103,2020-01-03T01:35:00Z,THY349,TCLSD,A21N,THY,UCFM,LTFM,LTFM,2020-01-03T01:37:00Z,2020-01-03T07:25:00Z,10,2172,338,M,S,THY,4BB264,NA,NA
0045449820200103,2020-01-03T01:35:00Z,THY711D,TCLOH,A332,THY,OPIS,LTFM,LTFM,2020-01-03T01:29:00Z,2020-01-03T07:16:00Z,10,2217,337,H,S,THY,NA,NA,NA
0045544720200103,2020-01-03T01:45:00Z,IBE6650,ECJFX,A346,IBE,SPJC,LEMD,LEMD,2020-01-03T01:59:29Z,2020-01-03T12:56:08Z,10,5195,647,H,S,IBE,342212,NA,NA
0045392920200103,2020-01-03T02:05:00Z,KLM744,PHBVP,B77W,KLM,SPJC,EHAM,EHAM,2020-01-03T01:50:00Z,2020-01-03T13:34:16Z,10,5778,694,H,S,KLM,4851B3,NA,NA
0045701720200103,2020-01-03T02:50:00Z,LOT6504,SPLRF,B788,LOT,VOGO,EPWA,EPWA,2020-01-03T03:41:00Z,2020-01-03T12:58:14Z,10,3624,547,H,N,LOT,48AE05,NA,NA
0045475020200103,2020-01-03T02:55:00Z,THY7YQ,TCJGT,B738,THY,LTCB,LTFM,LTFM,2020-01-03T02:52:00Z,2020-01-03T04:04:00Z,5,500,67,M,S,THY,NA,NA,NA
0045730920200103,2020-01-03T03:00:00Z,THY7DC,TCSCG,B738,THY,LTFG,LTAC,LTAC,2020-01-03T02:55:00Z,2020-01-03T03:59:00Z,10,303,54,M,S,SXS,NA,NA,NA
0045714620200103,2020-01-03T03:40:00Z,PGT2061,TCCRE,B738,PGT,LTFG,LTFJ,LTFJ,2020-01-03T03:49:00Z,2020-01-03T04:51:00Z,0,384,62,M,S,PGT,NA,NA,NA
0045266520200103,2020-01-03T03:55:00Z,LPE2484,CCBGI,B789,LPE,SPJC,LEMD,LEMD,2020-01-03T03:58:00Z,2020-01-03T14:58:11Z,10,5176,650,H,S,LPE,E8044F,NA,NA
0045978720200103,2020-01-03T04:00:00Z,BAW260,GZBJH,B788,BAW,OPIS,EGLL,EGLL,2020-01-03T04:38:00Z,2020-01-03T13:11:57Z,10,3444,504,H,S,BAW,406A9F,NA,NA
0045994520200103,2020-01-03T04:15:00Z,BBC001,S2AHN,B77W,BBC,VGHS,EGLL,EGLL,2020-01-03T04:57:00Z,2020-01-03T15:55:43Z,10,4436,649,H,S,NA,70204B,NA,NA
0044809520200103,2020-01-03T05:00:00Z,LOT3970,SPEQH,DH8D,LOT,EPLB,EPWA,EPWA,2020-01-03T05:02:00Z,2020-01-03T05:44:29Z,5,129,37,M,S,LOT,489327,NA,NA
0045796720200103,2020-01-03T05:00:00Z,THY6529,TCJDS,A332,THY,UCFM,LTBA,LTBA,2020-01-03T04:53:00Z,2020-01-03T09:54:00Z,10,2135,291,H,S,THY,NA,NA,NA
0045709120200103,2020-01-03T06:00:00Z,AAW974,5AONO,A320,AAW,HLMS,LTFM,LTFM,2020-01-03T06:18:28Z,2020-01-03T09:29:00Z,0,1338,191,M,S,NA,018070,NA,NA
0045722420200103,2020-01-03T06:10:00Z,TWI972,TCTLD,B734,TWI,LTFG,LTAI,LTAI,2020-01-03T06:29:00Z,2020-01-03T06:47:00Z,0,109,18,M,N,TWI,NA,NA,NA
0045969220200103,2020-01-03T06:50:00Z,THY3AJ,TCSAK,B738,THY,LTCB,LTAC,LTAC,2020-01-03T06:55:00Z,2020-01-03T07:52:00Z,12,314,45,M,S,SXS,NA,NA,NA
0045930720200103,2020-01-03T07:00:00Z,PGT19C,TCCRA,B738,PGT,LTCB,LTFJ,LTFJ,2020-01-03T07:21:00Z,2020-01-03T08:37:00Z,5,499,71,M,S,PGT,NA,NA,NA
0044890220200103,2020-01-03T07:30:00Z,BBX15A,OYHVB,A139,ZZZ,EHPB,EHKD,EHKD,2020-01-03T07:29:00Z,2020-01-03T08:06:30Z,1,58,37,L,N,NA,45A2C2,NA,NA
0046321020200103,2020-01-03T07:30:00Z,EWG1279,DAXGC,A332,EWG,FYWH,EDDF,EDDF,2020-01-03T07:36:00Z,2020-01-03T17:42:01Z,10,4472,596,H,S,SXD,3C15BF,NA,NA-KH
0045872420200103,2020-01-03T07:45:00Z,AHY9112,VPBHE,E190,AHY,LTFG,UBBB,UBBB,2020-01-03T07:56:00Z,2020-01-03T10:11:00Z,0,1007,135,M,S,NA,NA,NA,NA
0045995720200103,2020-01-03T07:50:00Z,THY1RG,TCSAI,B738,THY,LTCB,LTFJ,LTFJ,2020-01-03T07:45:00Z,2020-01-03T09:07:00Z,12,508,70,M,S,SXS,NA,NA,NA
0044981220200103,2020-01-03T08:00:00Z,HNL05A,PHEUK,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-03T07:52:20Z,2020-01-03T08:14:59Z,1,39,22,L,N,NA,485CFD,NA,NA
0046391920200103,2020-01-03T08:00:00Z,GAF021,5418,A400,GAF,OJMS,ETNW,ETNW,2020-01-03T07:45:59Z,2020-01-03T13:31:00Z,10,1990,335,H,M,GAF,3F4D0C,NA,NA
0046565320200103,2020-01-03T08:00:00Z,BHL203,NA,S92,BHL,ENLE,ZZZZ,ZZZZ,2020-01-03T08:00:00Z,2020-01-03T08:01:23Z,1,1,0,M,N,NA,NA,NA,NA
0045474120200103,2020-01-03T08:25:00Z,BHL205,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-03T08:28:00Z,2020-01-03T09:42:45Z,1,166,74,M,N,NA,NA,NA,NA
0044971820200103,2020-01-03T08:30:00Z,HNL25A,GSNSE,A139,ZZZ,EHGQ,EHKD,EHKD,2020-01-03T08:30:00Z,2020-01-03T09:10:23Z,1,80,39,L,N,NA,NA,NA,NA
0045593220200103,2020-01-03T08:40:00Z,JAF4PT,OOJAL,B737,JAF,LEMI,EBCI,EBCI,2020-01-03T08:41:00Z,2020-01-03T11:00:36Z,5,903,135,M,S,JAF,44A82C,NA,NA
0046755920200103,2020-01-03T08:45:00Z,BHL782,LNONB,S92,BHL,ENGA,ENQG,ENQG,2020-01-03T08:45:00Z,2020-01-03T08:46:58Z,1,2,1,M,N,NA,NA,NA,NA
0045482220200103,2020-01-03T09:00:00Z,BHL751,LNOID,S92,BHL,ENGA,ENFB,ENFB,2020-01-03T09:39:00Z,2020-01-03T09:48:45Z,1,11,9,M,N,NA,NA,NA,NA
0046642120200103,2020-01-03T09:00:00Z,HNL05B,PHEUK,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-03T08:59:00Z,2020-01-03T09:26:42Z,1,38,27,L,N,NA,485CFD,NA,NA
0046757420200103,2020-01-03T09:05:00Z,BHL782,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-03T09:11:00Z,2020-01-03T09:57:00Z,1,113,45,M,N,NA,NA,NA,NA
0045486020200103,2020-01-03T09:30:00Z,BHL242,NA,S92,BHL,ENQG,ENGC,ENGC,2020-01-03T09:51:23Z,2020-01-03T09:55:40Z,1,2,3,M,N,NA,NA,NA,NA
0046412720200103,2020-01-03T09:40:00Z,THY21Y,TCJVY,B738,THY,LTCB,LTFM,LTFM,2020-01-03T09:45:00Z,2020-01-03T11:00:00Z,5,500,70,M,S,THY,NA,NA,NA
0046428220200103,2020-01-03T09:50:00Z,THY1XD,TCJPJ,A320,THY,LTFG,LTFM,LTFM,2020-01-03T09:53:00Z,2020-01-03T11:02:00Z,0,422,69,M,S,THY,NA,NA,NA
0046891820200103,2020-01-03T09:50:00Z,BHL242,NA,S92,BHL,ENGC,ENSF,ENSF,2020-01-03T10:22:00Z,2020-01-03T10:32:23Z,1,12,9,M,N,NA,NA,NA,NA
0045477720200103,2020-01-03T09:55:00Z,EZY89NL,GEZOM,A320,EZY,LEMI,EGKK,EGKK,2020-01-03T09:50:00Z,2020-01-03T12:30:22Z,12,913,148,M,S,EZY,406D92,NA,NA
0045486720200103,2020-01-03T10:10:00Z,BHL242,NA,S92,BHL,ENSF,ENBR,ENBR,2020-01-03T10:40:03Z,2020-01-03T11:26:39Z,1,117,46,M,N,NA,NA,NA,NA
0045586420200103,2020-01-03T10:15:00Z,TOM529,GTAWX,B738,TOM,DTNH,EGCC,EGCC,2020-01-03T10:31:00Z,2020-01-03T13:47:10Z,8,1206,188,M,S,TOM,4076B1,NA,NA
0045896720200103,2020-01-03T10:15:00Z,TOM469,GTAWI,B738,TOM,DTNH,EGBB,EGBB,2020-01-03T10:28:00Z,2020-01-03T13:34:04Z,8,1130,178,M,S,TOM,4066D0,NA,NA
0046915220200103,2020-01-03T10:15:00Z,HNL35A,PHEUE,A139,ZZZ,EHGQ,EHKD,EHKD,2020-01-03T11:14:00Z,2020-01-03T11:51:14Z,1,82,36,L,N,NA,484F76,NA,NA
0046548020200103,2020-01-03T10:20:00Z,PIA749,APBGJ,B772,PIA,OPIS,LFPG,LFPG,2020-01-03T10:40:00Z,2020-01-03T18:54:51Z,10,3337,485,H,S,NA,7608EA,NA,NA
0046804720200103,2020-01-03T10:20:00Z,BHL503,NA,S92,BHL,ENXW,ENZV,ENZV,2020-01-03T10:17:00Z,2020-01-03T10:54:17Z,1,109,36,M,N,NA,NA,NA,NA
0047029620200103,2020-01-03T10:30:00Z,BHL860,NA,S92,BHL,ENQJ,ENFL,ENFL,2020-01-03T10:52:00Z,2020-01-03T11:06:38Z,1,37,14,M,N,NA,NA,NA,NA
0046722320200103,2020-01-03T10:35:00Z,HNL63B,PHEUJ,A139,ZZZ,EHMG,EHKD,EHKD,2020-01-03T10:34:00Z,2020-01-03T11:06:24Z,1,50,31,L,N,NA,48507C,NA,NA
0046831820200103,2020-01-03T10:35:00Z,PIA701,APBHV,B77W,PIA,OPIS,EGCC,EGCC,2020-01-03T10:48:00Z,2020-01-03T18:56:11Z,10,3399,478,H,S,NA,760916,NA,NA
0046643020200103,2020-01-03T10:40:00Z,HNL05C,PHEUK,A139,ZZZ,EHLM,EHKD,EHKD,2020-01-03T10:39:00Z,2020-01-03T11:14:01Z,1,45,34,L,N,NA,485CFD,NA,NA
0046722920200103,2020-01-03T10:40:00Z,HNL45A,PHEUA,A139,ZZZ,EHJM,EHKD,EHKD,2020-01-03T10:39:00Z,2020-01-03T11:09:10Z,1,72,29,L,N,NA,484BAC,NA,NA
0046587720200103,2020-01-03T10:45:00Z,THY4DG,TCSCG,B738,THY,LTCU,LTAC,LTAC,2020-01-03T10:44:00Z,2020-01-03T11:53:00Z,8,385,61,M,S,SXS,NA,NA,NA
0045169520200103,2020-01-03T10:50:00Z,HKS170,LNOQH,S92,HKS,ENJS,ENZV,ENZV,2020-01-03T11:04:00Z,2020-01-03T11:43:07Z,1,100,38,M,N,NA,NA,NA,NA
0042578620200103,2020-01-03T11:00:00Z,HBKHC,HBKHC,TBM7,ZZZ,LEMI,LSZR,LSZR,2020-01-03T11:05:00Z,2020-01-03T14:05:44Z,5,817,176,NA,G,NA,NA,NA,NA
0044402420200103,2020-01-03T11:00:00Z,DUKE75,70102,C560,ZZZ,LYPR,ETOU,ETOU,2020-01-03T11:15:00Z,2020-01-03T13:33:00Z,5,745,133,M,M,USR,AE0133,NA,NA
0046712720200103,2020-01-03T11:00:00Z,BHL803,NA,S92,BHL,ENQR,ENFL,ENFL,2020-01-03T11:33:00Z,2020-01-03T12:04:46Z,1,88,31,M,N,NA,NA,NA,NA
0045211520200103,2020-01-03T11:30:00Z,CNV6403,900530,SW4,ZZZ,LESJ,LERT,LERT,2020-01-03T10:18:39Z,2020-01-03T12:38:00Z,15,495,124,M,M,NA,NA,NA,NA
0046826220200103,2020-01-03T11:30:00Z,BHL291,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-03T11:35:00Z,2020-01-03T12:43:00Z,1,168,67,M,N,NA,NA,NA,NA
0046828620200103,2020-01-03T11:35:00Z,BHL404,NA,S92,BHL,ENWI,ENZV,ENZV,2020-01-03T11:35:00Z,2020-01-03T12:12:46Z,1,111,37,M,N,NA,NA,NA,NA
0044658620200103,2020-01-03T11:40:00Z,JGH064,HBALN,AT45,ZZZ,LYPR,LFSB,LFSB,2020-01-03T11:46:00Z,2020-01-03T14:36:20Z,5,709,165,M,N,IMX,4B012B,NA,NA
0044795420200103,2020-01-03T12:00:00Z,BBX01A,OYHLM,A189,ZZZ,EHDT,EHKD,EHKD,2020-01-03T12:10:10Z,2020-01-03T12:59:19Z,1,117,48,M,N,NA,45A18D,NA,NA
0046738120200103,2020-01-03T12:10:00Z,HNL05D,PHEUK,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-03T12:30:41Z,2020-01-03T12:48:03Z,1,37,16,L,N,NA,485CFD,NA,NA
0047086120200103,2020-01-03T12:20:00Z,BHL752,NA,S92,BHL,ENGC,ENQS,ENQS,2020-01-03T12:43:32Z,2020-01-03T12:52:52Z,1,12,8,M,N,NA,NA,NA,NA
0044910920200103,2020-01-03T12:35:00Z,BBX15B,OYHML,A139,ZZZ,EHDT,EHKD,EHKD,2020-01-03T12:50:23Z,2020-01-03T13:42:22Z,1,126,51,L,N,NA,45A1AC,NA,NA
0046724020200103,2020-01-03T12:35:00Z,HNL63C,PHEUJ,A139,ZZZ,EHKV,EHKD,EHKD,2020-01-03T12:34:00Z,2020-01-03T12:55:30Z,1,52,21,L,N,NA,48507C,NA,NA
0047097620200103,2020-01-03T12:35:00Z,BHL208,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-03T13:08:00Z,2020-01-03T14:22:16Z,1,168,73,M,N,NA,NA,NA,NA
0046926220200103,2020-01-03T12:40:00Z,HNL25B,PHSHP,A139,ZZZ,EHJC,EHKD,EHKD,2020-01-03T12:39:00Z,2020-01-03T13:28:17Z,1,90,48,L,N,NA,4845C0,NA,NA
0046876420200103,2020-01-03T12:45:00Z,BHL602,LNONY,S92,BHL,ENUG,ENHF,ENHF,2020-01-03T12:35:46Z,2020-01-03T13:01:21Z,1,50,25,M,N,NA,NA,NA,NA
0045844020200103,2020-01-03T12:50:00Z,JAF95T,OOJEM,E190,JAF,EPLB,EBAW,EBAW,2020-01-03T12:44:00Z,2020-01-03T14:49:47Z,5,704,121,M,S,JAF,44A8AD,NA,NA
0046782420200103,2020-01-03T12:50:00Z,THY7QM,TCJZH,B738,THY,LTCU,LTFM,LTFM,2020-01-03T12:57:00Z,2020-01-03T14:38:00Z,5,632,96,M,S,THY,NA,NA,NA
0046652320200103,2020-01-03T12:55:00Z,THY6EJ,TCSBP,B738,THY,LTCT,LTAC,LTAC,2020-01-03T13:01:00Z,2020-01-03T14:33:00Z,10,544,82,M,S,SXS,NA,NA,NA
0046918320200103,2020-01-03T13:20:00Z,THY32C,TCJGR,B738,THY,LTCT,LTFM,LTFM,2020-01-03T14:04:00Z,2020-01-03T15:48:00Z,5,798,99,M,S,THY,NA,NA,NA
